date,TENCENT,AAPL,MSFT,GOOGL,AMZN,META,NVDA,TSLA,MAOTAI,LZLJ
2020-12-21,513.9350,131.9700,222.7500,86.7080,158.6345,267.4000,12.9937,220.5900,1830.0000,212.9000
2020-12-28,521.7708,132.6900,222.4200,87.6320,162.8465,273.1600,13.0550,235.2233,1998.0000,226.1600
2021-01-04,528.2238,132.0500,219.6200,89.8915,159.1350,267.5700,13.2767,293.3400,2090.0000,255.4700
2021-01-11,594.5974,127.1400,212.6500,86.3810,155.2125,251.3600,12.8595,275.3867,2082.0000,243.5000
2021-01-18,637.0028,139.0700,225.9500,94.6280,164.6115,274.5000,13.7125,282.2133,2079.9500,239.0900
2021-01-25,628.2452,131.9600,231.9600,91.3680,160.3100,258.3300,12.9897,264.5100,2116.1799,257.7000
2021-02-01,675.7208,136.7600,242.2000,104.4415,167.6075,268.1000,13.5910,284.0767,2313.0000,287.7900
2021-02-08,697.8453,135.3700,244.9900,104.7515,163.8855,270.5000,14.9613,272.0400,2601.0000,313.9900
2021-02-15,683.0956,129.8700,240.9700,104.4405,162.4950,261.5600,14.9265,260.4333,2460.0000,298.0100
2021-02-22,610.7299,121.2600,232.3800,101.0955,154.6465,257.6200,13.7145,225.1667,2122.7800,235.2100
2021-03-01,625.9406,121.4200,231.6000,104.8535,150.0230,264.2800,12.4615,199.3167,2060.1101,217.3600
2021-03-08,599.6676,121.0300,235.7500,102.5000,154.4745,268.4000,12.8560,231.2433,2026.0000,210.6900
2021-03-15,578.9258,119.9900,230.3500,101.3480,153.7480,290.1100,12.8457,218.2900,2010.0000,214.5100
2021-03-22,571.5510,121.2100,236.4800,101.2365,152.6015,283.0200,12.8392,206.2367,2013.0000,224.9100
2021-03-29,602.8941,123.0000,242.3500,106.4890,158.0500,298.6600,13.8118,220.5833,2162.0000,247.9000
2021-04-05,572.0119,133.0000,255.8500,113.5335,168.6100,312.4600,14.4000,225.6733,2020.0000,223.8700
2021-04-12,582.6133,134.1600,260.7400,114.1375,169.9720,306.1800,15.9125,246.5933,2054.9800,236.7100
2021-04-19,582.6133,134.3200,261.1500,114.9965,167.0440,301.1300,15.2653,243.1333,2108.9399,249.6100
2021-04-26,574.3166,131.4600,252.1800,117.6750,173.3710,325.0800,15.0095,236.4800,2006.7800,255.5800
2021-05-03,553.1139,130.2100,252.4600,117.5965,164.5805,319.0800,14.8123,224.1233,1903.0000,237.4000
2021-05-10,537.4423,127.4500,248.1500,113.9190,161.1450,315.9400,14.2430,196.5800,2009.8500,247.8000
2021-05-17,542.5125,125.4300,245.1700,114.7065,160.1540,316.2300,14.9917,193.6267,2042.1000,257.5000
2021-05-24,554.4966,124.6100,249.6800,117.8425,161.1535,328.7300,16.2445,208.4067,2230.0000,274.4900
2021-05-31,563.7152,125.8900,250.7900,119.6785,160.3110,330.3500,17.5783,199.6833,2251.5000,279.6000
2021-06-07,549.4265,127.3500,257.8900,121.5100,167.3415,331.2600,17.8253,203.2967,2178.8101,258.2500
2021-06-14,555.8795,130.4600,259.4300,120.1110,174.3450,329.6600,18.6388,207.7700,2090.9399,232.8000
2021-06-21,551.7311,133.1100,265.0200,122.5085,170.0730,341.3700,19.0310,223.9567,2092.0000,234.9300
2021-06-28,529.6065,139.9600,277.6500,125.2575,175.5490,354.7000,20.4870,226.3000,2013.0000,226.6000
2021-07-05,496.4197,145.1100,277.9400,125.5185,185.9670,350.4200,20.0502,218.9833,1972.1100,216.5100
2021-07-12,519.9271,146.3900,280.7500,126.9700,178.6815,341.1600,18.1610,214.7400,1955.9000,222.2000
2021-07-19,489.5058,148.5600,289.6700,133.0150,182.8320,369.7900,19.5580,214.4600,1900.0000,216.5000
2021-07-26,441.5692,145.8600,284.9100,134.7265,166.3795,356.3000,19.4990,229.0667,1678.9900,171.1000
2021-08-02,418.1541,146.1400,289.4600,135.7385,167.2470,363.5100,20.3660,233.0333,1671.0000,178.5400
2021-08-09,433.4569,149.1000,292.8500,137.7275,164.6985,363.1800,20.1880,239.0567,1700.0400,188.9000
2021-08-16,392.1577,148.1900,304.3600,137.4295,159.9975,359.3700,20.8160,226.7533,1548.0000,161.3800
2021-08-23,429.9539,148.6000,299.7200,144.0040,167.4815,372.6300,22.6360,237.3067,1596.0300,169.3800
2021-08-30,449.8659,154.3000,301.1400,143.7395,173.9025,376.2600,22.8430,244.5233,1658.2200,184.3000
2021-09-06,451.7097,148.9700,295.7100,140.8760,173.4575,378.6900,22.4780,245.4233,1662.5800,187.3900
2021-09-13,425.7133,146.0600,299.8700,140.8000,173.1260,364.7200,21.9000,253.1633,1686.0000,181.9900
2021-09-20,424.2383,146.9200,299.3500,142.2150,171.2760,352.9600,22.0810,258.1300,1694.0000,186.4000
2021-09-27,425.3446,142.6500,289.1000,136.5430,164.1630,343.0100,20.7420,258.4067,1830.0000,221.5800
2021-10-04,444.1505,142.9000,294.8500,139.7855,164.4310,330.0500,20.8310,261.8300,1839.6000,225.3300
2021-10-11,456.8721,144.8400,304.2100,141.3680,170.4510,324.7600,21.8620,281.0100,1916.9700,234.6900
2021-10-18,469.6859,148.6900,309.1600,137.5665,166.7775,324.6100,22.7260,303.2267,1901.0000,231.9100
2021-10-25,443.4130,149.8000,331.6200,148.0460,168.6215,323.5700,25.5670,371.3333,1826.0800,228.9500
2021-11-01,430.8757,151.2800,336.0600,148.8520,175.9495,341.1300,29.7520,407.3633,1819.9399,229.7000
2021-11-08,447.2848,149.9900,336.7200,148.6780,176.2575,340.8900,30.3900,344.4733,1773.7800,210.0000
2021-11-15,457.2408,160.5500,343.1100,148.9265,183.8285,345.3000,32.9850,379.0200,1828.4100,230.5300
2021-11-22,427.1883,156.8100,329.6800,142.1830,175.2280,333.1200,31.5030,360.6400,1941.0100,233.6800
2021-11-29,426.4508,161.8400,323.0100,142.0015,169.4895,306.8400,30.6930,338.3233,1971.8800,252.3000
2021-12-06,427.1883,179.4500,342.5400,148.0015,172.2120,329.7500,30.1980,339.0100,2090.0000,252.1700
2021-12-13,403.7731,171.1400,323.8000,141.7250,170.0175,333.7900,27.8010,310.8567,2050.7000,248.5100
2021-12-20,424.2383,176.2800,334.6900,146.9165,171.0685,335.2400,29.6400,355.6667,2194.0901,261.2000
2021-12-27,421.1040,177.5700,336.3200,144.8520,166.7170,336.3500,29.4110,352.2600,2050.0000,253.8700
2022-01-03,408.3824,172.1700,314.0400,137.0170,162.5540,331.7900,27.2470,342.3200,1942.0000,236.6800
2022-01-10,436.4068,173.0700,310.2000,139.4805,162.1380,331.9000,26.9420,349.8700,1867.0000,227.1500
2022-01-17,450.9549,162.4100,296.0300,130.3515,142.6430,303.1700,23.3740,314.6333,1984.9900,236.8500
2022-01-24,436.8981,170.3300,308.2600,133.3510,143.9780,301.7100,22.8400,282.1167,1887.0000,216.3100
2022-01-31,454.9439,172.3900,305.9400,143.2930,157.6395,237.0900,24.3190,307.7733,1887.0000,216.3100
2022-02-07,453.0444,168.6400,295.0400,134.2825,153.2935,219.5500,23.9490,286.6667,1849.9700,216.1800
2022-02-14,446.3959,167.3000,287.9300,130.4030,152.6015,206.1600,23.6420,285.6600,1907.0000,228.1000
2022-02-21,402.7061,164.8500,297.3100,134.4595,153.7885,210.4800,24.1570,269.9567,1799.0601,215.3000
2022-02-28,382.9507,163.1700,289.8600,131.9065,145.6410,200.0600,22.9360,279.4300,1780.5000,203.2600
2022-03-07,349.3286,154.7300,280.0700,129.8705,145.5245,187.6100,22.1000,265.1167,1769.0100,205.6000
2022-03-14,361.8656,163.9800,300.4300,136.1255,161.2505,216.4900,26.4530,301.7967,1707.7900,203.8800
2022-03-21,338.5011,174.7200,303.6800,141.6730,164.7735,221.8200,27.6920,336.8800,1690.0000,190.2200
2022-03-28,359.7761,174.3100,309.4200,140.1505,163.5600,224.8500,26.7120,361.5300,1780.0100,190.7000
2022-04-04,351.0381,170.0900,296.9700,133.2875,154.4605,222.3300,23.1190,341.8300,1784.0000,188.6700
2022-04-11,355.5971,165.2900,279.8300,126.7300,151.7065,210.1800,21.2580,328.3333,1805.9900,208.5000
2022-04-18,323.4946,161.7900,274.0300,119.6355,144.3500,184.1100,19.5150,335.0167,1773.0000,201.2000
2022-04-25,358.4464,157.6500,277.5200,114.1095,124.2815,200.4700,18.5470,290.2533,1828.3800,210.7300
2022-05-02,331.6627,157.2800,274.7300,115.7465,114.7725,203.7700,18.6750,288.5500,1793.0000,199.9300
2022-05-09,336.6015,147.1100,261.1200,116.0505,113.0550,198.6200,17.7060,256.5300,1778.2400,204.5500
2022-05-16,334.5120,137.5900,252.5600,108.9080,107.5910,193.5400,16.6940,221.3000,1800.0100,209.0200
2022-05-23,324.6343,149.6400,273.2400,112.3165,115.1465,195.1300,18.8110,253.2100,1755.1600,197.4000
2022-05-30,340.9705,145.3800,270.0200,114.5410,122.3500,190.7800,18.7200,234.5167,1786.0000,210.3300
2022-06-06,376.4922,137.1300,252.9900,111.1615,109.6500,175.5700,16.9740,232.2300,1900.6000,219.1000
2022-06-13,350.8482,131.5600,247.6500,107.1435,106.2200,163.7400,15.8800,216.7600,1951.0000,223.0000
2022-06-20,364.9049,141.6600,267.7000,117.9750,116.4600,170.1600,17.1260,245.7067,2009.0100,230.0000
2022-06-27,336.6015,138.9300,259.5800,108.7375,109.5600,160.0300,14.5230,227.2633,2029.0500,245.5500
2022-07-04,334.8919,147.0400,267.6600,119.3535,115.5400,170.8800,15.8380,250.7633,1999.0000,240.9700
2022-07-11,308.6780,150.1700,256.7200,111.7775,113.5500,164.7000,15.7620,240.0667,1949.5000,237.6000
2022-07-18,315.3265,154.0900,260.3600,107.9000,122.4200,169.2700,17.3190,272.2433,1947.0000,232.5000
2022-07-25,291.3921,162.5100,280.7400,116.3200,134.9500,159.1000,18.1630,297.1500,1898.4399,222.2000
2022-08-01,292.1519,165.3500,282.9100,117.4700,140.8000,167.1100,18.9890,288.1700,1923.9600,225.4800
2022-08-08,288.9226,172.1000,291.9100,121.6800,143.5500,180.5000,18.7090,300.0300,1928.0000,224.6800
2022-08-15,299.1802,171.5200,286.1500,117.2100,138.2300,167.9600,17.8490,296.6667,1895.0100,216.3000
2022-08-22,307.9182,163.6200,268.0900,110.3400,130.7500,161.7800,16.2600,288.0900,1898.0000,223.2700
2022-08-29,312.0972,155.8100,256.0600,107.8500,127.5100,160.3200,13.6470,270.2100,1875.0000,225.5000
2022-09-05,291.5820,157.3700,264.4600,110.6500,133.2700,169.1500,14.3870,299.6800,1844.7900,224.7000
2022-09-12,278.4751,150.7000,244.7400,102.8000,123.5300,146.2900,13.1980,303.3500,1859.0000,218.0000
2022-09-19,261.1891,150.4300,237.9200,98.7400,113.7800,140.4100,12.5160,275.3300,1834.4301,220.8700
2022-09-26,253.0210,138.2000,232.9000,95.6500,113.0000,135.6800,12.1390,265.2500,1872.5000,230.6600
2022-10-03,257.0101,140.0900,234.2400,98.6800,114.5600,133.4500,12.0760,223.0700,1872.5000,230.6600
2022-10-10,236.6848,138.3800,228.5600,96.5600,106.9000,126.7600,11.2270,204.9900,1737.6100,212.2200
2022-10-17,221.1084,147.2700,242.1200,101.1300,119.3200,130.0100,12.4660,214.4400,1624.0000,191.9700
2022-10-24,190.7155,155.7400,235.8700,96.2900,103.4100,99.2000,13.8340,228.5200,1360.0000,160.3400
2022-10-31,226.6172,138.3800,221.3900,86.5800,90.9800,90.7900,14.1560,207.4700,1516.5699,183.7600
2022-11-07,245.4228,149.7000,247.1100,96.4100,100.7900,113.0200,16.3270,195.9700,1528.1500,186.2900
2022-11-14,273.3463,151.2900,241.2200,97.4300,94.1400,112.0500,15.4090,180.1900,1567.1300,185.2300
2022-11-21,259.2896,148.1100,247.4900,97.4600,93.4100,111.4100,16.2700,182.8600,1522.0100,173.3700
2022-11-28,281.1345,147.8100,255.0200,100.4400,94.1300,123.4900,16.8760,194.8600,1633.8800,192.7600
2022-12-05,309.2479,142.1600,245.4200,92.8300,89.0900,115.9000,17.0010,179.0500,1730.0000,212.8800
2022-12-12,300.8899,134.5100,244.6900,90.2600,87.8600,119.4300,16.5710,150.2300,1786.8700,222.9900
2022-12-19,304.1191,131.8600,238.7300,89.2300,85.2500,118.0400,15.2060,123.1500,1771.0000,221.1800
2022-12-26,317.2260,129.9300,239.8200,88.2300,84.0000,120.3400,14.6140,123.1800,1727.0000,224.2800
2023-01-02,349.4000,129.6200,224.9300,87.3400,86.0800,130.0200,14.8590,113.0600,1803.7700,234.5700
2023-01-09,371.4000,134.7600,239.2300,92.1200,98.1200,136.9800,16.8990,122.4000,1887.0000,244.3000
2023-01-16,391.8000,137.8700,240.2200,98.0200,97.2500,139.3700,17.8390,133.4200,1860.0100,247.8000
2023-01-23,415.0000,145.9300,248.1600,99.3700,102.2400,151.7400,20.3650,177.9000,1860.0100,247.8000
2023-01-30,385.0000,154.5000,258.3500,104.7800,103.3900,186.5300,21.1000,189.9800,1818.0000,235.3000
2023-02-06,383.4000,151.0100,263.1000,94.5700,97.6100,174.1500,21.2650,196.8900,1810.0000,247.0000
2023-02-13,373.8000,152.5500,258.0600,94.3500,97.2000,172.8800,21.3880,208.3100,1820.7800,251.4000
2023-02-20,349.4000,146.7100,249.2200,89.1300,93.5000,170.3900,23.2860,196.8800,1788.0000,248.6000
2023-02-27,367.6000,151.0300,255.2900,93.6500,94.9000,185.2500,23.8900,197.7900,1818.0400,254.5000
2023-03-06,331.6000,148.5000,248.5900,90.6300,90.7300,179.5100,22.9650,173.4400,1750.0000,237.9800
2023-03-13,339.4000,155.0000,279.4300,101.6200,98.9500,195.6100,25.7250,180.1300,1742.0000,235.7200
2023-03-20,376.8000,160.2500,280.5700,105.4400,98.1300,206.0100,26.7790,190.4100,1778.6200,245.6500
2023-03-27,385.8000,164.9000,288.3000,103.7300,103.2900,211.9400,27.7770,207.4600,1820.0000,254.7900
2023-04-03,385.4000,164.6600,291.6000,108.4200,102.0600,216.1000,27.0370,185.0600,1790.9900,249.0000
2023-04-10,365.4000,165.2100,286.1400,108.8700,102.5100,221.4900,26.7580,185.0000,1713.4200,229.5500
2023-04-17,349.2000,165.0200,285.7600,105.4100,106.9600,212.8900,27.1190,165.0800,1725.4700,229.1200
2023-04-24,344.4000,169.6800,307.2600,107.3400,105.4500,240.3200,27.7490,164.3100,1760.5200,226.2400
2023-05-01,342.8000,173.5700,310.6500,105.5700,105.6600,232.7800,28.6800,170.0600,1750.0000,223.7900
2023-05-08,328.2000,172.5700,308.9700,117.5100,110.2600,233.8100,28.3400,167.9800,1706.4000,213.8200
2023-05-15,333.2000,175.1600,318.3400,122.7600,116.2500,245.6400,31.2640,180.1400,1699.5000,213.1500
2023-05-22,322.4000,175.4300,332.8900,124.6100,120.1100,262.0400,38.9460,193.1700,1690.5601,214.1300
2023-05-29,334.2000,180.9500,335.4000,124.6700,124.2500,272.6100,39.3270,213.9700,1670.6000,212.2200
2023-06-05,336.0000,180.9600,326.7900,122.2300,123.4300,264.9500,38.7700,244.4000,1666.0000,205.9400
2023-06-12,363.0000,184.9200,342.3300,123.5300,125.4900,281.0000,42.6920,260.5400,1797.6899,232.6000
2023-06-19,337.0000,186.6800,335.0200,122.3400,129.3300,288.7300,42.2090,256.6000,1735.8300,219.9000
2023-06-26,331.6000,193.9700,340.5400,119.7000,130.3600,286.9800,42.3020,261.7700,1691.0000,209.5700
2023-07-03,326.6000,190.6800,337.2200,119.4800,129.7800,290.5300,42.5030,274.4300,1690.0300,211.3500
2023-07-10,352.6000,190.6900,345.2400,125.4200,134.6800,308.8700,45.4690,281.3800,1753.0000,228.9900
2023-07-17,333.0000,191.9400,343.7700,120.0200,130.0000,294.2600,44.3090,260.0200,1771.3000,226.9500
2023-07-24,350.4000,195.8300,338.3700,132.5800,132.2100,325.4800,46.7500,266.4400,1897.0000,244.9700
2023-07-31,343.4000,181.9900,327.7800,128.1100,139.5700,310.7300,44.6800,253.8600,1893.4700,239.9000
2023-08-07,335.8000,177.7900,321.0100,129.5600,138.4100,301.6400,40.8550,242.6500,1834.0000,232.6800
2023-08-14,325.0000,174.4900,316.4800,127.4600,133.2200,283.2500,43.2990,215.4900,1802.5900,229.7000
2023-08-21,320.0000,178.6100,322.9800,129.8800,133.2600,285.5000,46.0180,238.5900,1824.9800,231.6000
2023-08-28,325.0000,189.4600,328.6600,135.6600,138.1200,296.3800,48.5090,245.0100,1851.0500,237.8000
2023-09-04,322.0000,178.1800,334.2700,136.3800,138.2300,297.8900,45.5720,248.5000,1818.5000,233.3000
2023-09-11,317.2000,175.0100,330.2200,137.4000,140.3900,300.3100,43.9000,274.3900,1781.9900,226.6000
2023-09-18,313.6000,174.7900,317.0100,130.2500,129.1200,299.0800,41.6100,244.8800,1849.0000,227.0000
2023-09-25,306.2000,171.2100,315.7500,130.8600,127.1200,300.2100,43.4990,250.2200,1798.5500,216.6500
2023-10-02,305.2000,177.4900,327.2600,137.5800,127.9600,315.4300,45.7620,260.5300,1798.5500,216.6500
2023-10-09,306.8000,178.8500,327.7300,137.3600,129.7900,314.6900,45.4610,251.1200,1751.0000,205.1500
2023-10-16,289.0000,172.8800,326.6700,135.6000,125.1700,308.6500,41.3870,211.9900,1645.0000,197.0000
2023-10-23,292.8000,168.2200,329.8100,122.1700,127.7400,296.7300,40.5000,207.3000,1676.7100,208.9600
2023-10-30,302.6000,176.6500,352.8000,129.1000,138.6000,314.6000,45.0050,219.9600,1811.2400,221.2800
2023-11-06,302.8000,186.4000,369.6700,132.5900,143.5600,328.7700,48.3350,214.6500,1775.8400,212.0700
2023-11-13,315.2000,189.6900,369.8500,135.3100,145.1800,335.0400,49.2980,234.3000,1753.4200,208.3000
2023-11-20,321.2000,189.9700,377.4300,136.6900,146.7400,338.2300,47.7760,235.4500,1777.0000,210.3600
2023-11-27,319.0000,191.2400,374.5100,131.8600,147.0300,324.8200,46.7650,238.8300,1760.2800,202.0000
2023-12-04,305.6000,195.7100,374.2300,134.9900,147.4200,332.7500,47.5060,243.8400,1704.9200,190.0000
2023-12-11,314.4000,197.5700,370.7300,132.6000,149.9700,334.9200,48.8900,253.5000,1645.0000,172.0500
2023-12-18,274.0000,193.6000,374.5800,141.4900,153.4200,353.3900,48.8300,252.5400,1670.6500,170.4800
2023-12-25,293.6000,192.5300,376.0400,139.6900,151.9400,353.9600,49.5220,248.4800,1726.0000,179.4200
2024-01-01,292.2000,181.1800,367.7500,135.7300,145.2400,351.9500,49.0970,237.4900,1663.3600,163.1000
2024-01-08,288.4000,185.9200,388.4700,142.6500,154.6200,374.4900,54.7100,218.8900,1643.0601,159.4800
2024-01-15,271.2000,191.5600,398.6700,146.3800,155.3400,383.4500,59.4910,212.1900,1635.0000,157.8000
2024-01-22,282.8000,192.4200,403.9300,152.1900,159.1200,394.1400,61.0310,183.2500,1637.3199,155.1800
2024-01-29,279.4000,185.8500,411.2200,142.3800,171.8100,474.9900,66.1600,187.9100,1596.0000,144.2100
2024-02-05,287.2000,188.8500,420.5500,149.0000,174.4500,468.1100,72.1330,193.5700,1706.0000,153.6600
2024-02-19,290.8000,182.5200,410.3400,143.9600,174.9900,484.0300,78.8170,191.9700,1714.0900,169.0000
2024-02-26,277.4000,179.6600,415.5000,137.1400,178.2200,502.3000,82.2790,202.6400,1685.0601,175.8200
2024-03-04,270.0000,170.7300,406.2200,135.4100,175.3500,505.9500,87.5280,175.3400,1671.4301,165.8300
2024-03-11,283.8000,172.6200,416.4200,141.1800,174.4200,484.1000,87.8370,163.5700,1717.4900,187.6000
2024-03-18,288.8000,172.2800,428.7400,150.7700,178.8700,509.5800,94.2890,170.8300,1701.3500,183.1400
2024-03-25,303.8000,171.4800,420.7200,150.9300,180.3800,485.5800,90.3560,175.7900,1702.9000,184.5900
2024-04-01,310.0000,169.5800,425.5200,152.5000,185.0700,527.3400,88.0080,164.9000,1715.1100,192.5700
2024-04-08,309.6000,176.5500,421.9000,157.7300,186.1300,511.9000,88.1860,171.0500,1634.0300,170.8600
2024-04-15,303.8000,165.0000,399.1200,154.0900,174.6300,481.0700,76.2000,147.0500,1646.6400,175.6800
2024-04-22,348.4000,169.3000,406.3200,171.9500,179.6200,443.2900,87.7350,168.2900,1709.4301,186.4200
2024-04-29,364.4000,183.3800,406.6600,167.2400,186.2100,451.9600,88.7890,181.1900,1705.0000,186.1000
2024-05-06,371.0000,183.0500,414.7400,168.6500,187.4800,476.2000,89.8780,168.4700,1738.9800,186.9400
2024-05-13,395.0000,189.8700,420.2100,176.0600,184.7000,471.9100,92.4790,177.4600,1715.0000,189.8500
2024-05-20,377.0000,189.9800,430.1600,174.9900,180.7500,478.2200,106.4690,179.2400,1677.0800,181.3000
2024-05-27,359.8000,192.2500,415.1300,172.5000,176.4400,466.8300,109.6330,178.0800,1648.4500,174.8500
2024-06-03,374.8000,196.8900,423.8500,174.4600,184.3000,492.9600,120.8880,177.4800,1619.1801,166.1800
2024-06-10,379.8000,212.4900,442.5700,176.7900,183.6600,504.1600,131.8800,178.0100,1555.0000,156.0000
2024-06-17,381.4000,207.4900,449.7800,179.6300,189.0800,494.7800,126.5700,183.0100,1471.0000,150.0900
2024-06-24,372.4000,210.6200,446.9500,182.1500,193.2500,504.2200,123.5400,197.8800,1467.3900,143.4900
2024-07-01,379.8000,226.3400,467.5600,190.6000,200.0000,539.9100,125.8300,251.5200,1485.7400,137.3700
2024-07-08,397.0000,230.5400,453.5500,185.0700,194.4900,498.8700,129.2400,248.2300,1478.8199,136.8800
2024-07-15,364.0000,224.3100,437.1100,177.6600,183.1300,476.7900,117.9300,239.2000,1525.6200,146.9800
2024-07-22,354.4000,217.9600,425.2700,167.0000,182.5000,465.7000,113.0600,219.8000,1422.1899,129.8300
2024-07-29,358.2000,219.8600,408.4900,166.6600,167.9000,488.1400,107.2700,207.6700,1385.4500,123.3500
2024-08-05,370.0000,216.2400,406.0200,163.6700,166.9400,517.7700,104.7500,200.0000,1436.8000,129.1500
2024-08-12,372.6000,226.0500,418.4700,162.9600,177.0600,527.4200,124.5800,216.1200,1431.2000,125.2500
2024-08-19,375.6000,226.8400,416.7900,165.6200,177.0400,528.0000,129.3700,220.3200,1414.9900,118.2100
2024-08-26,382.0000,229.0000,417.1400,163.3800,178.5000,521.3100,119.3700,214.1100,1443.1899,119.2800
2024-09-02,373.2000,220.8200,401.7000,150.9200,171.3900,500.2700,102.8300,210.7300,1398.0000,110.6000
2024-09-09,374.8000,222.5000,430.5900,157.4600,186.4900,524.6200,119.1000,230.2900,1304.1300,100.8200
2024-09-16,388.6000,228.2000,435.2700,163.5900,191.6000,561.3500,116.0000,238.2500,1263.9200,101.3700
2024-09-23,437.8000,227.7900,428.0200,163.9500,187.9700,567.3600,121.4000,260.4600,1629.2000,136.0900
2024-09-30,477.6000,226.8000,416.0600,167.0600,186.5100,595.9400,124.9200,250.0800,1748.0000,149.7000
2024-10-07,438.8000,227.5500,416.3200,163.2400,188.8200,589.9500,134.8000,217.8000,1604.9900,141.3800
2024-10-14,430.8000,235.0000,418.1600,163.4200,188.9900,576.4700,138.0000,220.7000,1541.0000,135.2400
2024-10-21,421.0000,231.4100,428.1500,165.2700,187.8300,573.2500,141.5400,269.1900,1558.8500,136.6200
2024-10-28,419.2000,222.9100,410.3700,171.2900,197.9300,567.1600,135.4000,248.9800,1533.7500,136.5300
2024-11-04,420.8000,226.9600,422.5400,178.3500,208.1800,589.3400,147.6300,321.2200,1609.9700,151.0000
2024-11-11,401.0000,225.0000,415.0000,172.4900,202.6100,554.0800,141.9800,320.7200,1559.0000,144.1000
2024-11-18,400.6000,229.8700,417.0000,164.7600,197.1200,559.1400,141.9500,352.5600,1507.8199,136.2900
2024-11-25,398.0000,237.3300,423.4600,168.9500,207.8900,574.3200,138.2500,345.1600,1525.7400,138.7300
2024-12-02,412.6000,242.8400,443.5700,174.7100,227.0300,623.7700,142.4400,389.2200,1521.0100,138.2100
2024-12-09,409.8000,248.1300,447.2700,189.8200,227.4600,620.3500,134.2500,436.2300,1519.0000,137.7900
2024-12-16,426.4000,254.4900,436.6000,191.4100,224.9200,585.2500,134.7000,421.0600,1522.0000,130.3200
2024-12-23,417.4000,255.5900,430.5300,192.7600,223.7500,599.8100,137.0100,431.6600,1528.9700,129.5500
2024-12-30,414.2000,243.3600,423.3500,191.7900,224.1900,604.6300,144.4700,410.4400,1475.0000,119.7400
2025-01-06,369.6000,236.8500,418.9500,192.0400,218.9400,615.8600,135.9100,394.7400,1436.0000,113.3400
2025-01-13,379.8000,229.9800,429.0300,196.0000,225.9400,612.7700,137.7100,426.5000,1454.7500,118.7000
2025-01-20,390.6000,222.7800,444.0600,200.2100,234.8500,647.4900,142.6200,406.5800,1436.0000,114.8700
2025-01-27,402.0000,236.0000,415.0600,204.0200,237.6800,689.1800,120.0700,404.6000,1434.9900,115.5500
2025-02-03,428.2000,227.6300,409.7500,185.3400,229.1500,714.5200,129.8400,361.6200,1436.0000,115.5000
2025-02-10,474.8000,244.6000,408.4300,185.2300,228.6800,736.6700,138.8500,355.8400,1475.0000,119.8600
2025-02-17,517.0000,245.5500,408.2100,179.6600,216.5800,683.5500,134.4300,337.8000,1488.2100,119.0800
2025-02-24,478.6000,241.8400,396.9900,170.2800,212.2800,668.2000,124.9200,292.9800,1500.7900,126.4600
2025-03-03,533.5000,239.0700,393.3100,173.8600,199.2500,625.6600,112.6900,262.6700,1521.0000,131.4100
2025-03-10,521.5000,213.4900,388.5600,165.4900,197.9500,607.6000,121.6700,249.9800,1628.0100,143.6100
2025-03-17,511.5000,218.2700,391.2600,163.9900,196.2100,596.2500,117.7000,248.7100,1573.7500,130.6800
2025-03-24,509.5000,217.9000,378.8000,154.3300,192.7200,576.7400,109.6700,263.5500,1585.2100,132.3000
2025-03-31,497.8000,188.3800,359.8400,145.6000,171.0000,504.7300,94.3100,239.4300,1568.8800,132.5800
2025-04-07,443.4000,198.1500,388.4500,157.1400,184.8700,543.5700,110.9300,252.3100,1568.9800,130.1700
2025-04-14,458.0000,196.9800,367.7800,151.1600,172.6100,501.4800,101.4900,241.3700,1565.9399,131.8000
2025-04-21,478.2000,209.2800,391.8500,161.9600,188.9900,547.2700,111.0100,284.9500,1550.0000,125.3600
2025-04-28,487.8000,205.3500,435.2800,164.0300,189.9800,597.0200,114.5000,287.2100,1547.0000,123.7400
2025-05-05,494.6000,198.5300,438.7300,152.7500,193.0600,592.4900,116.6500,298.2600,1591.1801,126.3600
2025-05-12,508.0000,211.2600,454.2700,166.1900,205.5900,640.3400,135.4000,349.9800,1614.1300,126.2900
2025-05-19,518.0000,195.2700,450.1800,168.4700,200.9900,627.0600,131.2900,339.3400,1572.6000,121.8400
2025-05-26,498.2000,200.8500,460.3600,171.7400,205.0100,647.4900,135.1300,346.4600,1522.0000,116.9200
2025-06-02,515.0000,203.9200,470.3800,173.6800,213.5700,697.7100,141.7200,295.1400,1506.3900,116.1400
2025-06-09,510.0000,196.4500,474.9600,174.6700,212.1000,682.8700,141.9700,325.3100,1426.9500,109.0800
2025-06-16,505.5000,201.0000,477.4000,166.6400,209.6900,682.3500,143.8500,322.1600,1428.6600,114.1000
2025-06-23,513.0000,201.0800,495.9400,178.5300,223.3000,733.6300,157.7500,323.6300,1403.0900,112.8200
2025-06-30,496.8000,213.5500,498.8400,179.5300,223.4100,719.0100,159.3400,315.3500,1422.2200,113.9300
2025-07-07,496.6000,211.1600,503.3200,180.1900,225.0200,717.5100,164.9200,313.5100,1427.0000,119.1000
2025-07-14,519.0000,211.1800,510.0500,185.0600,226.1300,704.2800,172.4100,329.6500,1437.0000,124.8000
2025-07-21,550.5000,213.8800,513.7100,193.1800,231.4400,712.6800,173.5000,316.0600,1455.0000,124.8300
2025-07-28,535.0000,202.3800,524.1100,189.1300,214.7500,750.0100,173.7200,302.6300,1417.0000,123.0600
